6752,455,553,390
7315,455,553,317
10,1040,559,317
579,1040,559,317
1148,1040,567,317
1725,1040,567,317
2302,1040,573,318
2885,1040,573,318
3468,1040,583,323
4061,1040,583,323
4654,1040,589,332
5253,1040,589,332
5852,1040,591,332
6453,1040,591,332
7054,1040,584,327
10,1382,584,327
604,1382,581,328
1195,1382,581,328
1786,1382,586,319
2382,1382,587,319
2979,1382,588,317
3577,1382,588,317
4175,1382,524,317
4709,1382,524,317
5243,1382,524,317
5777,1382,524,317
10,455,158,202
178,455,158,202
346,455,158,202
514,455,157,202
681,455,155,202
846,455,152,202
1008,455,148,202
1166,455,145,202
1321,455,142,202
1473,455,139,202
1622,455,137,202
1769,455,136,202
1915,455,136,202
2061,455,136,202
2207,455,140,202
2357,455,143,202
2510,455,143,202
2663,455,143,202
2816,455,143,202
2816,455,143,202
2816,455,143,202
2969,455,137,202
3116,455,125,202
6311,1382,423,474
6744,1382,530,518
7284,1382,543,630
10,2022,556,628
576,2022,569,578
1155,2022,581,582
1746,2022,605,510
2361,2022,605,439
2976,2022,611,368
3597,2022,611,368
4218,2022,619,368
4847,2022,619,368
5476,2022,627,368
6113,2022,627,369
6750,2022,635,369
7395,2022,635,374
10,2660,643,374
663,2660,643,383
1316,2660,648,383
1974,2660,648,383
2632,2660,653,383
3295,2660,653,378
3958,2660,662,378
4630,2660,662,379
5302,2660,670,379
5982,2660,670,370
6662,2660,677,370
7349,2660,677,368
10,3053,627,368
647,3053,627,368
1284,3053,594,368
1888,3053,594,368
2492,3053,594,368
3096,3053,158,202
3264,3053,157,202
3431,3053,158,202
3599,3053,159,202
3768,3053,160,202
3938,3053,160,202
4108,3053,159,202
4277,3053,161,202
4448,3053,164,202
4622,3053,164,202
4796,3053,166,202
4972,3053,165,202
5147,3053,170,202
5327,3053,174,202
5511,3053,174,202
5695,3053,171,202
5876,3053,171,202
6057,3053,168,202
6235,3053,162,202
6407,3053,158,202
6575,3053,162,202
6747,3053,162,202
6919,3053,162,202
7091,3053,152,202
7253,3053,125,202
7388,3053,125,202
7523,3053,125,202
7658,3053,125,202
7793,3053,125,202
7793,3053,125,202
7928,3053,159,202
10,3431,205,202
225,3431,213,202
448,3431,147,203
605,3431,169,202
784,3431,140,202
934,3431,129,202
1073,3431,125,202
1208,3431,125,202
1343,3431,177,202
1530,3431,194,202
1734,3431,199,202
1943,3431,204,202
2157,3431,209,202
2376,3431,193,202
2579,3431,184,202
2773,3431,182,202
2965,3431,178,202
3153,3431,178,202
3341,3431,180,202
3341,3431,180,202
3531,3431,180,202
3721,3431,178,202
3909,3431,177,202
4096,3431,176,202
4282,3431,174,202
4466,3431,172,202
4648,3431,173,202
4831,3431,172,202
5013,3431,171,202
5013,3431,171,202
5194,3431,170,213
5374,3431,190,214
5574,3431,154,218
5738,3431,152,219
5900,3431,149,221
6059,3431,147,222
6216,3431,144,223
6370,3431,142,223
6522,3431,139,224
6671,3431,135,222
6816,3431,133,206
6959,3431,135,202
7104,3431,136,202
7250,3431,152,202
7412,3431,157,202
7579,3431,158,202
7747,3431,157,202
7914,3431,154,202
10,3665,159,202
179,3665,163,202
352,3665,164,202
526,3665,162,202
698,3665,161,202
869,3665,158,202
10,455,158,202
178,455,158,202
346,455,158,202
514,455,157,202
1037,3665,804,395
1851,3665,802,395
2663,3665,798,395
3471,3665,792,395
4273,3665,787,395
5070,3665,780,395
5860,3665,772,395
6642,3665,763,395
7415,3665,753,395
10,4070,744,395
764,4070,736,395
1510,4070,730,395
2250,4070,725,395
2985,4070,722,395
3717,4070,719,395
4446,4070,717,395
5173,4070,716,395
5899,4070,715,395
6624,4070,715,395
7349,4070,715,418
10,4498,715,418
735,4498,715,418
1460,4498,715,418
2185,4498,715,418
2910,4498,715,418
3635,4498,715,418
4360,4498,715,418
5085,4498,715,418
5810,4498,715,418
6535,4498,715,418
7260,4498,715,418
10,4926,715,418
735,4926,715,410
1460,4926,715,395
1460,4926,715,395
2185,4926,718,395
2913,4926,725,395
3648,4926,738,395
4396,4926,755,395
5161,4926,778,395
5949,4926,805,395
6764,4926,805,395
6764,4926,805,395
10,5354,805,395
10,5354,805,395
825,5354,805,395
825,5354,805,395
1640,5354,805,395
1640,5354,805,395
6575,3053,162,202
6747,3053,162,202
6919,3053,162,202
7091,3053,152,202
7253,3053,125,202
7388,3053,125,202
7523,3053,125,202
2455,5354,162,202
2627,5354,209,202
2846,5354,233,202
3089,5354,252,203
3351,5354,268,202
3629,5354,248,202
3887,5354,240,202
4137,5354,220,202
4367,5354,221,202
4598,5354,224,202
4832,5354,232,202
5074,5354,234,202
5318,5354,237,202
5565,5354,239,204
5814,5354,242,206
6066,5354,249,209
6325,5354,253,202
6588,5354,257,202
6855,5354,259,202
7124,5354,263,202
7397,5354,265,202
7672,5354,267,202
7949,5354,178,202
10,5759,177,202
197,5759,176,202
383,5759,174,203
567,5759,172,203
749,5759,173,204
932,5759,172,204
1114,5759,171,206
1295,5759,171,202
5013,3431,171,202
5013,3431,171,202
5013,3431,171,202
1476,5759,162,202
1648,5759,162,202
1820,5759,162,202
1992,5759,152,202
2154,5759,125,202
2289,5759,182,253
2481,5759,197,256
2688,5759,236,260
2934,5759,219,257
3163,5759,214,260
3387,5759,229,254
3626,5759,185,253
3821,5759,197,256
4028,5759,208,260
4246,5759,225,257
4481,5759,234,254
4725,5759,208,257
4943,5759,236,260
5189,5759,206,254
5405,5759,182,253
5597,5759,204,256
5811,5759,230,260
6051,5759,239,257
6300,5759,207,254
6517,5759,214,253
6741,5759,197,256
6948,5759,201,260
7159,5759,207,257
7376,5759,220,254
7606,5759,199,257
7815,5759,195,260
10,6029,206,254
226,6029,190,253
426,6029,205,256
641,6029,211,260
641,6029,211,260
862,6029,206,254
1078,6029,192,257
1280,6029,195,260
1485,6029,206,254
1701,6029,186,253
1897,6029,199,256
2106,6029,204,260
2320,6029,207,257
2537,6029,206,254
10,455,158,202
178,455,158,202
346,455,158,202
514,455,157,202
681,455,155,202
846,455,152,202
1008,455,148,202
1166,455,145,202
1321,455,142,202
1473,455,139,202
1622,455,137,202
1769,455,136,202
1915,455,136,202
2061,455,136,202
2207,455,140,202
2357,455,143,202
2510,455,143,202
2663,455,143,202
2753,6029,143,229
2906,6029,143,239
3059,6029,143,242
3212,6029,145,243
3367,6029,148,241
3525,6029,148,239
3683,6029,145,226
3838,6029,133,211
3981,6029,125,202
4116,6029,125,202
4251,6029,125,202
4386,6029,125,202
4521,6029,126,202
4657,6029,135,202
4802,6029,139,202
4951,6029,145,202
5106,6029,154,202
5270,6029,162,202
5442,6029,159,202
5611,6029,158,202
